user_id,exercise_id,rating,completion_rate,timestamp
865,77,5,0.91,2025-04-01 05:18:26.567299
27,71,3,0.62,2025-06-14 05:18:26.567463
1000,17,4,0.53,2025-03-19 05:18:26.567574
950,87,4,0.95,2025-05-19 05:18:26.567683
54,27,4,0.64,2025-05-28 05:18:26.567790
855,31,3,0.75,2025-03-08 05:18:26.567907
292,5,5,0.69,2025-09-13 05:18:26.568017
379,10,2,0.78,2025-04-27 05:18:26.568125
110,84,5,1.0,2025-03-17 05:18:26.568234
726,50,5,0.8,2025-04-21 05:18:26.568408
428,83,3,0.71,2025-08-06 05:18:26.568524
948,67,3,0.84,2025-04-17 05:18:26.568699
691,60,4,0.62,2025-07-08 05:18:26.568821
708,15,5,0.77,2025-01-17 05:18:26.569119
897,7,5,0.54,2024-11-19 05:18:26.569241
30,97,5,0.84,2025-05-29 05:18:26.569421
259,63,3,0.78,2025-03-04 05:18:26.569540
427,94,4,0.61,2025-07-20 05:18:26.569652
120,61,4,0.7,2025-08-10 05:18:26.569759
344,8,3,0.59,2025-08-19 05:18:26.569879
247,27,5,0.94,2025-06-14 05:18:26.569993
673,90,5,0.76,2025-02-19 05:18:26.570103
76,17,4,0.6,2025-09-15 05:18:26.570211
328,98,5,0.9,2025-03-02 05:18:26.570354
386,17,1,0.67,2024-12-06 05:18:26.570480
450,88,2,0.55,2024-11-12 05:18:26.570591
412,92,4,0.71,2025-07-16 05:18:26.570701
380,3,5,0.51,2024-11-30 05:18:26.570820
527,87,5,0.57,2025-05-05 05:18:26.570947
812,39,4,0.79,2025-05-21 05:18:26.571058
602,64,4,0.66,2025-07-05 05:18:26.571166
649,10,4,0.88,2024-10-08 05:18:26.571373
483,91,3,0.81,2025-08-12 05:18:26.571490
646,15,4,0.82,2025-05-09 05:18:26.571600
846,53,5,0.71,2024-11-15 05:18:26.571708
558,19,1,0.56,2024-11-15 05:18:26.571823
24,17,4,0.91,2025-02-08 05:18:26.571997
668,50,1,0.64,2025-07-25 05:18:26.572194
59,5,1,0.58,2025-02-11 05:18:26.572358
185,47,5,0.84,2025-08-06 05:18:26.572476
15,51,4,0.61,2025-07-04 05:18:26.572586
904,77,4,0.92,2025-08-29 05:18:26.572756
108,7,5,0.99,2024-11-25 05:18:26.572878
407,52,4,0.73,2025-03-22 05:18:26.572988
616,16,5,0.6,2024-11-21 05:18:26.573097
2,87,4,0.87,2025-05-31 05:18:26.573205
177,1,2,0.93,2025-02-11 05:18:26.573342
981,45,5,0.58,2024-12-16 05:18:26.573478
761,4,2,0.86,2025-02-20 05:18:26.573590
20,87,1,0.96,2024-12-22 05:18:26.573698
934,23,5,0.5,2025-07-02 05:18:26.573813
180,35,5,0.76,2025-09-05 05:18:26.573925
99,33,3,0.97,2025-04-20 05:18:26.574032
260,36,3,0.52,2024-09-25 05:18:26.574139
720,67,5,0.68,2025-01-12 05:18:26.574246
446,58,5,0.91,2025-01-28 05:18:26.574398
688,8,5,0.61,2025-07-14 05:18:26.574512
516,30,2,0.98,2025-05-21 05:18:26.574620
275,48,3,0.62,2024-11-30 05:18:26.574728
31,74,5,0.78,2024-12-17 05:18:26.574847
722,11,1,0.52,2025-07-17 05:18:26.574956
890,34,2,0.84,2025-05-13 05:18:26.575065
256,38,3,0.66,2024-09-29 05:18:26.575174
624,52,5,0.73,2025-01-02 05:18:26.575296
87,75,4,0.98,2025-01-30 05:18:26.575457
901,76,4,0.59,2025-04-02 05:18:26.575569
128,46,2,0.96,2025-07-14 05:18:26.575678
950,22,1,0.79,2025-07-21 05:18:26.575787
551,36,4,0.71,2024-12-11 05:18:26.575937
191,77,2,0.99,2025-04-26 05:18:26.576049
271,79,1,0.69,2025-05-06 05:18:26.576170
925,21,4,0.93,2024-10-10 05:18:26.576282
954,60,2,0.64,2024-11-20 05:18:26.576447
34,2,4,0.92,2024-11-15 05:18:26.576559
647,76,2,0.93,2025-01-08 05:18:26.576729
399,78,3,0.5,2025-05-11 05:18:26.576855
562,93,5,0.8,2025-02-11 05:18:26.576967
846,78,5,0.93,2024-09-29 05:18:26.577090
173,61,5,0.58,2025-04-04 05:18:26.577201
368,24,1,0.68,2025-03-09 05:18:26.577364
596,54,5,0.69,2024-11-06 05:18:26.577484
682,1,3,0.95,2025-03-04 05:18:26.577595
813,77,1,0.52,2025-05-11 05:18:26.577703
238,24,4,0.86,2025-02-03 05:18:26.577817
201,14,4,0.98,2025-06-12 05:18:26.577929
823,63,2,0.85,2024-10-19 05:18:26.578039
329,47,2,0.51,2025-04-26 05:18:26.578147
719,18,3,0.96,2025-08-29 05:18:26.578255
254,64,2,0.81,2025-05-12 05:18:26.578406
581,31,5,0.84,2025-06-04 05:18:26.578521
621,72,5,0.64,2025-03-04 05:18:26.578630
880,27,2,0.86,2025-01-12 05:18:26.578774
889,87,4,0.96,2024-10-30 05:18:26.578892
172,17,3,0.62,2025-02-12 05:18:26.579002
234,6,2,0.96,2024-10-30 05:18:26.579121
441,56,5,0.6,2025-01-21 05:18:26.579233
245,64,1,0.7,2024-12-06 05:18:26.579402
962,92,4,0.78,2025-05-23 05:18:26.579518
715,13,3,0.92,2025-04-15 05:18:26.579625
952,54,5,0.71,2025-07-04 05:18:26.579734
837,44,2,0.68,2025-07-08 05:18:26.579852
753,40,2,0.75,2025-02-10 05:18:26.579965
310,86,4,0.7,2025-04-30 05:18:26.580078
431,14,5,0.68,2025-03-31 05:18:26.580187
125,70,1,0.66,2025-09-04 05:18:26.580296
226,81,3,0.59,2025-05-29 05:18:26.580464
756,38,3,0.75,2024-09-25 05:18:26.580576
275,52,3,0.83,2025-09-05 05:18:26.580746
781,84,4,0.59,2025-08-09 05:18:26.580870
304,12,1,0.74,2025-03-23 05:18:26.580982
809,83,5,0.88,2024-12-21 05:18:26.581102
156,85,5,0.89,2025-03-02 05:18:26.581213
156,24,3,0.71,2025-03-08 05:18:26.581360
554,12,3,0.93,2024-11-14 05:18:26.581480
866,42,5,0.51,2025-04-02 05:18:26.581591
290,40,4,0.64,2025-02-03 05:18:26.581700
818,76,5,0.62,2024-11-21 05:18:26.581816
46,17,3,0.67,2025-01-31 05:18:26.581927
950,16,4,0.74,2024-10-26 05:18:26.582036
215,96,4,0.93,2024-11-13 05:18:26.582146
76,15,1,0.67,2024-12-28 05:18:26.582254
264,19,2,0.59,2025-08-19 05:18:26.582413
614,3,4,0.59,2024-12-27 05:18:26.582526
652,46,5,0.58,2025-02-15 05:18:26.582635
544,73,2,0.71,2024-12-14 05:18:26.582756
459,74,4,0.57,2024-12-08 05:18:26.582886
934,77,3,0.72,2025-04-24 05:18:26.583061
78,14,5,0.51,2025-07-02 05:18:26.583173
755,65,3,0.77,2025-01-30 05:18:26.583283
771,90,1,0.83,2024-11-12 05:18:26.583455
375,80,3,0.79,2025-04-19 05:18:26.583568
312,38,4,0.92,2025-03-28 05:18:26.583678
822,46,5,0.59,2025-02-10 05:18:26.583786
171,62,4,0.65,2025-05-14 05:18:26.583908
213,85,4,0.75,2025-05-22 05:18:26.584018
243,2,2,0.72,2025-04-26 05:18:26.584126
880,48,4,0.67,2025-06-22 05:18:26.584234
730,58,4,0.53,2025-07-14 05:18:26.584379
251,41,4,0.92,2025-07-02 05:18:26.584492
301,71,4,0.52,2025-03-10 05:18:26.584649
477,77,5,0.66,2025-04-02 05:18:26.584771
518,69,3,0.69,2025-04-04 05:18:26.584892
809,9,4,0.78,2025-03-08 05:18:26.585020
269,19,3,0.6,2024-09-28 05:18:26.585134
850,78,5,0.63,2025-07-22 05:18:26.585247
821,52,2,0.57,2025-01-08 05:18:26.585419
404,5,5,0.94,2025-06-15 05:18:26.585537
114,91,4,0.7,2024-11-17 05:18:26.585646
2,84,3,0.81,2025-01-09 05:18:26.585754
368,48,4,0.93,2025-08-14 05:18:26.585874
514,18,5,0.62,2024-12-14 05:18:26.585984
706,70,4,0.88,2025-07-17 05:18:26.586094
290,18,4,0.54,2025-01-11 05:18:26.586202
940,17,3,0.8,2024-11-03 05:18:26.586348
245,66,1,0.67,2024-09-26 05:18:26.586474
960,33,5,0.86,2024-10-24 05:18:26.586587
401,50,3,0.87,2025-09-07 05:18:26.586696
335,95,4,0.68,2024-11-02 05:18:26.586813
250,98,4,0.94,2024-11-23 05:18:26.586936
179,97,5,0.82,2025-04-08 05:18:26.587046
453,97,2,0.96,2025-01-04 05:18:26.587155
249,69,5,0.88,2025-03-28 05:18:26.587264
781,76,5,0.64,2025-07-22 05:18:26.587419
731,10,3,0.89,2025-09-04 05:18:26.587530
814,57,4,0.6,2025-07-04 05:18:26.587639
648,21,4,0.6,2024-11-22 05:18:26.587748
91,40,5,0.93,2025-07-08 05:18:26.587869
685,35,5,0.6,2025-03-05 05:18:26.587981
958,32,5,0.81,2025-04-26 05:18:26.588092
334,15,5,0.59,2025-08-18 05:18:26.588201
743,28,3,0.75,2024-10-21 05:18:26.588351
207,18,5,0.51,2025-04-12 05:18:26.588470
232,20,3,0.8,2025-08-15 05:18:26.588580
837,99,5,0.66,2025-09-02 05:18:26.588763
914,98,4,0.53,2025-04-10 05:18:26.588899
604,46,4,1.0,2025-04-19 05:18:26.589015
103,74,4,0.51,2025-04-19 05:18:26.589125
156,36,4,0.6,2025-01-24 05:18:26.589234
584,95,1,0.81,2025-07-03 05:18:26.589391
67,48,2,0.61,2025-07-18 05:18:26.589507
814,19,3,0.72,2025-07-10 05:18:26.589617
878,50,3,0.72,2025-01-02 05:18:26.589726
601,49,5,0.55,2025-08-29 05:18:26.589839
911,67,3,0.83,2024-09-24 05:18:26.589950
324,32,2,0.96,2025-01-08 05:18:26.590066
283,60,3,0.8,2025-02-21 05:18:26.590175
36,19,2,0.58,2025-02-09 05:18:26.590284
217,95,2,0.97,2024-11-26 05:18:26.590439
538,28,3,0.71,2025-07-30 05:18:26.590552
458,48,5,0.78,2025-06-11 05:18:26.590661
890,100,3,0.77,2024-10-22 05:18:26.590780
318,13,4,0.57,2025-08-08 05:18:26.590902
885,39,2,0.93,2025-06-04 05:18:26.591013
111,21,5,0.65,2025-05-21 05:18:26.591122
134,50,1,0.96,2025-03-18 05:18:26.591231
798,58,4,0.79,2025-06-24 05:18:26.591371
897,19,5,0.67,2025-02-02 05:18:26.591484
657,92,5,0.61,2024-09-23 05:18:26.591595
283,55,2,0.8,2025-04-16 05:18:26.591702
156,74,1,0.68,2024-10-12 05:18:26.591818
117,26,4,0.91,2024-12-30 05:18:26.591930
184,64,5,0.93,2024-11-09 05:18:26.592040
272,51,4,0.64,2025-04-28 05:18:26.592150
343,60,5,0.66,2024-10-31 05:18:26.592258
130,48,4,0.94,2025-06-01 05:18:26.592421
482,84,5,0.65,2024-11-02 05:18:26.592534
788,34,5,0.58,2025-08-27 05:18:26.592714
806,44,5,0.99,2024-10-11 05:18:26.592836
193,41,2,0.84,2025-05-10 05:18:26.592950
93,10,5,0.59,2025-01-13 05:18:26.593060
614,81,2,0.87,2025-01-25 05:18:26.593170
287,21,4,0.61,2025-04-03 05:18:26.593278
443,16,3,0.87,2024-12-25 05:18:26.593442
476,12,5,1.0,2025-08-29 05:18:26.593557
316,52,1,0.74,2025-05-19 05:18:26.593667
874,64,4,0.94,2025-05-07 05:18:26.593776
968,62,4,0.52,2025-01-22 05:18:26.593894
332,47,4,0.78,2025-03-21 05:18:26.594003
533,95,4,0.83,2025-02-19 05:18:26.594124
509,63,5,0.63,2025-06-18 05:18:26.594233
133,11,4,0.74,2024-11-19 05:18:26.594396
15,84,4,0.81,2025-09-17 05:18:26.594646
748,80,4,0.84,2025-08-22 05:18:26.594867
560,96,5,0.64,2025-03-27 05:18:26.595002
585,88,5,0.68,2025-04-15 05:18:26.595115
826,48,3,0.93,2025-09-12 05:18:26.595223
305,54,4,0.84,2025-03-16 05:18:26.595478
940,98,3,0.54,2024-09-27 05:18:26.595583
520,53,2,0.51,2025-01-03 05:18:26.595657
846,17,5,0.81,2024-10-08 05:18:26.595727
186,28,5,0.73,2025-04-18 05:18:26.595797
130,75,4,0.53,2024-11-28 05:18:26.595881
978,13,5,0.59,2025-06-23 05:18:26.595950
925,72,5,0.75,2025-04-16 05:18:26.596021
625,62,5,0.79,2025-03-16 05:18:26.596090
671,70,5,0.67,2024-11-30 05:18:26.596161
335,15,5,0.86,2025-02-06 05:18:26.596232
907,43,4,0.88,2025-05-12 05:18:26.596382
767,79,3,0.99,2025-06-07 05:18:26.596481
158,16,1,0.95,2025-04-14 05:18:26.596556
621,9,2,0.61,2025-05-06 05:18:26.596698
251,52,3,0.54,2025-07-23 05:18:26.596788
689,32,5,0.7,2024-09-28 05:18:26.596875
100,85,5,1.0,2025-05-16 05:18:26.596948
302,78,1,0.96,2024-11-21 05:18:26.597024
179,62,5,0.86,2024-11-22 05:18:26.597097
374,68,2,0.71,2025-03-09 05:18:26.597167
427,34,5,0.77,2024-12-24 05:18:26.597239
481,71,1,0.66,2025-03-23 05:18:26.597310
428,64,5,0.57,2025-06-04 05:18:26.597456
978,98,3,0.62,2025-01-05 05:18:26.597531
43,42,4,0.66,2024-11-16 05:18:26.597602
400,39,5,0.89,2024-11-14 05:18:26.597672
489,98,5,0.9,2025-09-13 05:18:26.597756
31,69,4,0.51,2025-05-07 05:18:26.597845
525,4,5,0.63,2025-07-16 05:18:26.597919
795,50,3,0.55,2025-02-19 05:18:26.597991
435,17,4,1.0,2025-01-28 05:18:26.598064
408,54,3,0.88,2025-06-08 05:18:26.598134
545,87,5,0.96,2024-10-13 05:18:26.598205
827,10,5,0.97,2025-07-24 05:18:26.598276
322,15,5,0.98,2025-04-30 05:18:26.598410
626,66,4,0.93,2024-11-13 05:18:26.598495
255,79,4,0.69,2024-12-06 05:18:26.598583
334,93,3,0.65,2025-08-08 05:18:26.598689
892,72,5,0.73,2025-06-28 05:18:26.598768
862,16,3,0.91,2025-09-15 05:18:26.598848
650,51,4,0.56,2025-09-10 05:18:26.598918
420,29,5,0.61,2025-03-16 05:18:26.598990
366,99,1,0.73,2025-01-08 05:18:26.599071
543,33,4,0.78,2025-08-04 05:18:26.599141
49,65,4,0.98,2025-06-23 05:18:26.599210
121,3,2,0.76,2025-04-27 05:18:26.599280
754,32,1,0.86,2025-03-06 05:18:26.599414
58,40,4,0.77,2025-03-18 05:18:26.599497
879,71,5,0.6,2025-05-21 05:18:26.599852
213,55,3,0.93,2024-12-04 05:18:26.599985
168,99,4,0.76,2024-12-18 05:18:26.600101
427,69,3,0.65,2025-05-22 05:18:26.600213
635,13,4,0.51,2024-11-08 05:18:26.600361
460,59,3,0.78,2025-02-26 05:18:26.600481
641,38,4,0.61,2025-07-29 05:18:26.600595
1,11,3,0.84,2025-02-17 05:18:26.600776
995,60,2,0.75,2025-09-11 05:18:26.600900
5,54,2,0.73,2024-12-28 05:18:26.601010
458,84,4,0.88,2024-10-07 05:18:26.601139
25,80,5,0.88,2025-09-16 05:18:26.601251
215,11,2,0.98,2025-08-03 05:18:26.601439
428,93,5,0.81,2025-02-10 05:18:26.601564
380,90,3,0.96,2025-01-06 05:18:26.601677
403,40,1,0.85,2025-06-20 05:18:26.601788
950,45,4,0.94,2025-02-04 05:18:26.601916
581,38,5,0.87,2025-02-18 05:18:26.602031
53,31,2,0.52,2025-05-29 05:18:26.602146
143,10,4,0.98,2025-08-19 05:18:26.602254
293,28,5,0.51,2025-02-16 05:18:26.602418
272,25,1,0.99,2025-06-08 05:18:26.602533
866,40,4,0.88,2025-04-28 05:18:26.602646
82,77,2,0.64,2025-09-18 05:18:26.602757
781,30,3,0.96,2024-12-05 05:18:26.602879
583,72,3,0.59,2025-07-01 05:18:26.602990
235,31,5,0.99,2025-05-15 05:18:26.603116
733,72,5,0.54,2024-11-26 05:18:26.603231
597,89,3,0.64,2025-08-17 05:18:26.603388
276,25,5,0.79,2025-04-12 05:18:26.603507
929,74,5,0.97,2025-06-20 05:18:26.603618
709,69,1,0.95,2025-02-17 05:18:26.603731
930,63,5,0.89,2025-01-28 05:18:26.603850
726,97,1,0.88,2025-06-16 05:18:26.603961
842,88,2,0.92,2025-08-19 05:18:26.604072
802,87,3,0.5,2025-08-03 05:18:26.604181
392,78,4,0.79,2025-06-19 05:18:26.604309
934,51,3,0.54,2025-03-08 05:18:26.604468
192,68,5,0.75,2025-09-09 05:18:26.604582
264,12,5,0.75,2025-03-08 05:18:26.605483
987,50,4,0.9,2025-05-15 05:18:26.605616
758,87,4,0.75,2025-04-26 05:18:26.605691
661,1,4,0.67,2025-05-05 05:18:26.605762
791,78,4,0.98,2025-08-24 05:18:26.605932
798,34,5,0.64,2025-03-14 05:18:26.606008
723,38,4,0.67,2024-12-14 05:18:26.606078
430,30,1,0.55,2024-10-15 05:18:26.606150
170,62,3,0.79,2024-09-26 05:18:26.606220
201,60,5,0.58,2024-12-03 05:18:26.606289
101,97,1,0.58,2025-04-19 05:18:26.606433
438,73,2,0.67,2025-01-25 05:18:26.606512
550,20,4,0.84,2025-05-06 05:18:26.606583
505,37,3,0.77,2025-05-07 05:18:26.606652
767,22,5,0.75,2025-05-16 05:18:26.606720
345,17,2,0.92,2024-11-17 05:18:26.606789
60,83,4,0.88,2025-03-16 05:18:26.606886
498,88,2,0.72,2025-03-21 05:18:26.606958
864,40,3,0.93,2025-04-23 05:18:26.607029
472,50,5,0.67,2025-05-05 05:18:26.607098
355,20,3,0.78,2025-07-16 05:18:26.607181
24,88,5,0.61,2025-06-05 05:18:26.607252
684,29,4,0.55,2024-10-01 05:18:26.607372
901,92,5,0.78,2025-06-08 05:18:26.607464
368,40,4,0.86,2024-12-25 05:18:26.607536
397,64,5,0.72,2025-07-03 05:18:26.607608
909,2,3,0.65,2025-05-11 05:18:26.607679
964,6,1,0.64,2025-04-01 05:18:26.607749
659,14,3,0.74,2025-04-23 05:18:26.607831
420,24,4,0.64,2024-10-15 05:18:26.607904
45,74,1,0.99,2024-11-01 05:18:26.607977
33,43,2,0.73,2025-06-11 05:18:26.608048
23,36,5,0.85,2025-02-22 05:18:26.608120
271,37,4,0.88,2024-12-15 05:18:26.608192
977,78,4,0.73,2024-10-08 05:18:26.608263
877,94,3,0.58,2025-08-12 05:18:26.608404
920,100,5,0.87,2024-12-11 05:18:26.608504
613,91,4,0.76,2025-02-23 05:18:26.608576
595,43,3,0.57,2024-09-23 05:18:26.608760
952,31,1,0.62,2025-07-23 05:18:26.608858
73,87,5,0.92,2024-12-22 05:18:26.608931
499,98,5,0.51,2025-07-18 05:18:26.609001
372,56,3,0.84,2025-04-26 05:18:26.609074
81,66,4,0.66,2024-11-30 05:18:26.609156
688,69,2,0.91,2025-07-26 05:18:26.609228
550,73,5,0.94,2025-07-04 05:18:26.609298
985,94,5,0.52,2025-07-26 05:18:26.609441
308,4,3,0.94,2024-12-07 05:18:26.609517
138,94,5,0.9,2024-09-19 05:18:26.609588
276,49,1,0.56,2025-06-21 05:18:26.609659
282,36,5,0.55,2024-09-29 05:18:26.609730
204,33,4,0.62,2025-03-30 05:18:26.609808
301,88,4,0.94,2025-01-08 05:18:26.610099
278,23,3,0.68,2025-05-28 05:18:26.610176
580,51,5,0.51,2024-11-12 05:18:26.610246
850,28,3,0.94,2025-05-31 05:18:26.610376
875,3,2,0.62,2025-03-19 05:18:26.610478
465,61,5,0.72,2025-04-09 05:18:26.610551
974,59,5,0.8,2025-08-16 05:18:26.610621
113,41,5,0.66,2024-12-06 05:18:26.610690
155,37,5,0.96,2024-10-15 05:18:26.610760
938,36,3,0.75,2025-04-05 05:18:26.610841
391,4,5,0.93,2025-01-10 05:18:26.610912
329,35,1,0.72,2025-07-04 05:18:26.610981
531,62,4,1.0,2025-01-12 05:18:26.611059
227,58,4,0.91,2025-01-19 05:18:26.611202
367,40,3,0.9,2024-11-01 05:18:26.611312
376,25,4,0.91,2025-05-03 05:18:26.611497
122,36,5,0.61,2025-01-11 05:18:26.611626
7,91,3,0.73,2025-04-18 05:18:26.611737
121,22,5,0.91,2025-09-18 05:18:26.611850
673,14,2,0.74,2025-01-14 05:18:26.611946
954,41,3,0.97,2024-11-28 05:18:26.612042
1,41,4,0.72,2025-06-23 05:18:26.612141
763,79,5,0.89,2025-06-12 05:18:26.612245
663,54,3,0.69,2025-01-05 05:18:26.612407
910,96,5,0.91,2025-07-12 05:18:26.612546
67,49,5,0.52,2025-05-27 05:18:26.612913
886,57,1,0.59,2024-12-24 05:18:26.613085
941,80,2,0.59,2025-03-01 05:18:26.613219
503,97,4,0.91,2025-07-08 05:18:26.613314
560,18,4,0.89,2024-12-26 05:18:26.613486
446,84,5,0.86,2025-07-07 05:18:26.613585
792,13,2,0.51,2025-02-05 05:18:26.613656
669,36,5,0.93,2025-04-27 05:18:26.613746
176,77,3,0.65,2024-10-07 05:18:26.613829
498,85,5,0.72,2025-05-13 05:18:26.613900
463,67,5,0.79,2025-05-26 05:18:26.613968
614,8,4,0.66,2025-07-26 05:18:26.614035
304,83,5,0.84,2025-09-09 05:18:26.614103
308,50,4,0.59,2025-04-28 05:18:26.614178
335,18,4,0.64,2024-11-24 05:18:26.614248
339,40,5,0.63,2024-11-17 05:18:26.614370
780,76,5,0.92,2025-03-02 05:18:26.614463
491,49,4,0.93,2024-11-13 05:18:26.614534
47,32,5,0.89,2025-04-12 05:18:26.614603
958,37,5,0.88,2025-06-08 05:18:26.614672
678,30,3,0.55,2025-03-24 05:18:26.614741
779,59,3,0.52,2025-08-01 05:18:26.614819
787,55,4,0.6,2024-11-25 05:18:26.614950
344,48,5,0.91,2024-11-26 05:18:26.615020
3,86,5,0.9,2025-08-02 05:18:26.615088
327,71,5,0.55,2025-06-03 05:18:26.615156
408,40,1,0.89,2025-07-13 05:18:26.615225
189,76,3,0.95,2025-01-04 05:18:26.615292
646,75,1,0.52,2025-06-22 05:18:26.615432
679,28,4,0.7,2025-01-07 05:18:26.615509
908,41,4,0.61,2025-07-01 05:18:26.615579
51,45,4,0.98,2025-05-04 05:18:26.615648
135,73,2,0.64,2024-09-22 05:18:26.615716
174,90,3,0.88,2025-02-11 05:18:26.615786
61,51,4,0.59,2025-01-30 05:18:26.615865
624,66,5,0.51,2025-02-25 05:18:26.615934
286,48,4,0.68,2025-04-19 05:18:26.616002
708,51,4,0.57,2025-04-02 05:18:26.616070
950,67,5,0.75,2024-09-25 05:18:26.616148
275,46,2,0.75,2025-07-16 05:18:26.616217
710,27,5,0.69,2025-06-26 05:18:26.616286
66,5,2,0.87,2024-11-04 05:18:26.616425
982,72,5,0.62,2025-05-17 05:18:26.616503
210,91,5,0.93,2025-04-15 05:18:26.616573
559,22,5,0.84,2025-01-28 05:18:26.616719
572,70,4,0.85,2024-11-22 05:18:26.616809
306,2,5,0.63,2024-10-02 05:18:26.616882
853,64,4,0.69,2025-03-23 05:18:26.616952
535,99,5,0.96,2024-11-10 05:18:26.617020
97,25,3,0.66,2024-11-21 05:18:26.617089
188,98,1,0.86,2025-01-01 05:18:26.617158
985,26,5,0.82,2025-05-30 05:18:26.617226
656,71,3,0.51,2025-05-11 05:18:26.617295
479,25,4,0.95,2025-09-12 05:18:26.617433
136,19,5,0.66,2025-03-26 05:18:26.617525
11,41,1,0.69,2025-03-07 05:18:26.617596
860,97,2,0.95,2025-05-26 05:18:26.617665
981,22,5,0.65,2025-08-06 05:18:26.617735
470,53,4,0.76,2025-07-14 05:18:26.617816
525,92,5,0.73,2025-01-18 05:18:26.617890
341,7,2,0.82,2025-06-14 05:18:26.617977
331,77,4,0.61,2025-08-13 05:18:26.618046
798,41,5,0.83,2025-05-07 05:18:26.618116
654,48,5,0.67,2025-06-10 05:18:26.618185
484,46,5,0.59,2025-07-14 05:18:26.618254
4,96,2,0.88,2025-07-18 05:18:26.618375
460,10,4,0.72,2024-12-31 05:18:26.618465
728,24,5,0.53,2025-05-31 05:18:26.618537
954,64,4,0.57,2025-07-10 05:18:26.618606
489,89,4,0.59,2025-03-15 05:18:26.618710
624,68,4,0.67,2025-01-06 05:18:26.618794
150,8,2,0.58,2024-12-19 05:18:26.618873
845,86,1,0.73,2025-01-20 05:18:26.618942
117,86,5,0.52,2024-12-23 05:18:26.619010
825,93,2,0.92,2025-05-03 05:18:26.619082
365,74,5,0.84,2025-02-24 05:18:26.619150
520,84,5,0.99,2025-06-18 05:18:26.619218
408,30,2,0.65,2025-02-23 05:18:26.619284
585,95,3,0.71,2025-01-06 05:18:26.619421
560,23,4,0.76,2025-01-14 05:18:26.619511
368,75,4,0.85,2024-11-15 05:18:26.619581
493,27,5,0.53,2025-03-13 05:18:26.619651
637,29,4,0.84,2024-10-21 05:18:26.619718
76,61,3,0.53,2024-11-08 05:18:26.619786
296,49,3,0.6,2025-02-24 05:18:26.619867
215,88,4,0.8,2025-05-14 05:18:26.619935
269,39,5,0.66,2024-10-06 05:18:26.620017
142,17,4,0.88,2024-12-03 05:18:26.620087
691,86,5,0.67,2025-09-12 05:18:26.620155
858,13,5,0.77,2024-12-21 05:18:26.620223
713,22,3,0.95,2024-11-30 05:18:26.620291
334,16,1,0.76,2025-09-04 05:18:26.620426
760,44,5,0.89,2025-08-06 05:18:26.620503
532,70,4,0.59,2024-10-18 05:18:26.620573
868,6,5,0.6,2025-01-28 05:18:26.620724
540,68,4,0.54,2024-11-09 05:18:26.620814
175,66,5,0.56,2025-02-16 05:18:26.620887
986,75,1,0.86,2024-10-10 05:18:26.620956
714,14,5,0.65,2024-11-07 05:18:26.621024
228,27,5,0.98,2024-12-18 05:18:26.621093
62,71,5,0.9,2025-05-09 05:18:26.621161
584,78,2,0.69,2024-11-17 05:18:26.621231
558,96,2,0.79,2025-04-30 05:18:26.621309
585,94,5,0.75,2025-07-19 05:18:26.621451
532,75,3,0.53,2025-07-19 05:18:26.621525
619,45,4,0.65,2025-04-10 05:18:26.621637
856,46,4,0.53,2025-06-13 05:18:26.621710
984,5,4,0.55,2025-01-12 05:18:26.621782
226,16,4,0.64,2025-03-23 05:18:26.621863
814,25,4,0.97,2025-06-17 05:18:26.621932
370,34,2,0.58,2025-03-18 05:18:26.622001
807,7,1,0.53,2025-05-23 05:18:26.622070
374,18,2,0.72,2024-09-23 05:18:26.622137
749,16,5,0.71,2025-08-06 05:18:26.622205
123,8,5,0.95,2024-12-18 05:18:26.622273
576,40,4,0.7,2025-07-25 05:18:26.622395
593,44,3,0.58,2025-05-14 05:18:26.622478
638,61,4,0.86,2024-10-21 05:18:26.622548
175,17,5,0.51,2024-12-15 05:18:26.622674
485,83,3,0.73,2025-06-16 05:18:26.622745
877,66,1,0.93,2025-04-30 05:18:26.622824
713,74,4,0.84,2025-02-14 05:18:26.622895
46,28,4,0.87,2025-07-04 05:18:26.622963
978,3,5,0.94,2025-08-26 05:18:26.623033
712,35,3,0.97,2025-05-04 05:18:26.623101
849,62,4,0.65,2024-12-28 05:18:26.623168
333,60,4,0.84,2025-04-01 05:18:26.623236
503,68,3,0.99,2024-12-21 05:18:26.623304
535,58,5,0.98,2025-05-08 05:18:26.623445
883,65,5,0.78,2024-10-21 05:18:26.623518
481,10,4,0.57,2025-06-25 05:18:26.623587
16,88,3,0.74,2024-10-11 05:18:26.623655
162,60,4,0.72,2025-08-22 05:18:26.623723
424,16,5,0.61,2024-10-30 05:18:26.623792
348,60,5,0.9,2025-08-01 05:18:26.623882
164,62,2,0.75,2024-10-08 05:18:26.623950
150,73,5,0.73,2025-09-17 05:18:26.624019
309,7,4,0.85,2025-07-06 05:18:26.624087
351,67,2,0.67,2025-03-19 05:18:26.624156
847,17,4,0.62,2025-05-09 05:18:26.624224
994,97,5,0.68,2025-02-02 05:18:26.624291
195,59,3,0.92,2024-11-03 05:18:26.624432
562,85,2,0.73,2025-03-21 05:18:26.624508
517,17,3,0.71,2024-10-06 05:18:26.624578
479,81,3,0.79,2025-03-27 05:18:26.624719
53,93,3,0.62,2025-01-20 05:18:26.624806
